Entidade;Número do Organograma;Descrição do organograma;Número da ação;Descrição da ação;Número do programa;Descrição do programa;Número da função;Descrição da função;Número da subfunção;Descrição da subfunção;Número da despesa;Natureza de Despesa;Descrição da natureza de despesa;Recurso;Descrição do recurso;Saldo atual da despesa
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.902;MANUTENÇÃO DA DIVISÃO DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;201;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA FÍSICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);120.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.902;MANUTENÇÃO DA DIVISÃO DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;202;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);249.737,16
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.902;MANUTENÇÃO DA DIVISÃO DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;202;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);26.051,17
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.902;MANUTENÇÃO DA DIVISÃO DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;203;3.3.90.48.00.00.00.00;OUTROS AUXÍLIOS FINANCEIROS A PESSOAS FÍSICAS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);15.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.902;MANUTENÇÃO DA DIVISÃO DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;204;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);15.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;205;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);346.071,99
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;205;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);1.348,58
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;206;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);80.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;206;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);10.721,33
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;207;3.3.90.14.00.00.00.00;DIÁRIAS-CIVIL;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);5.597,26
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;208;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);17.909,48
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;208;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00495.00495.09.02.06.00.1.500.0000;ATENÇÃO BÁSICA;37.422,90
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;209;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA FÍSICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);3.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;209;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA FÍSICA;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);136.800,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;210;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);473.724,16
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;210;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);83.516,26
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;210;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00494.00494.09.02.06.00.1.500.0000;BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;116.636,36
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;211;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);10.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;211;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00501.00501.04.99.00.00.1.500.0000;RECEITAS DE ALIENAÇÕES DE ATIVOS;2.927,48
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.904;MANUTENÇÃO DO HOSPITAL MUNICIPAL;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;211;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;01194.01011.09.02.05.18.1.621.0000;RESOLUÇÃO SESA 1.357/2025;220.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;212;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);180.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;212;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);7.290,54
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;213;3.1.90.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);25.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;214;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);50.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;214;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);10.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;215;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);19.047,94
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;215;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);68.250,67
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;215;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00494.00494.09.02.06.00.1.500.0000;BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;1.077,74
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;215;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00510.00510.01.07.00.00.1.500.0000;TAXAS - EXERCÍCIO PODER DE POLÍCIA;31.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;216;3.3.90.32.00.00.00.00;MATERIAL, BEM OU SERVIÇO PARA DISTRIBUIÇÃO GRATUIT;00494.00494.09.02.06.00.1.500.0000;BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;10.000,58
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;217;3.3.90.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA FÍSICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);4.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;218;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);41.832,67
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;218;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00494.00494.09.02.06.00.1.500.0000;BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;186.622,27
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;219;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);20.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.905;ASSISTÊNCIA MÉDICA A POPULAÇÃO;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;219;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00518.00518.09.02.06.20.1.500.0000;BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE;102.143,23
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.906;DESPESAS COM CONSÓRCIO INTERMUNICIPAL DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;220;3.1.71.70.00.00.00.00;RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);44.683,95
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.906;DESPESAS COM CONSÓRCIO INTERMUNICIPAL DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;220;3.1.71.70.00.00.00.00;RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);83.862,02
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.906;DESPESAS COM CONSÓRCIO INTERMUNICIPAL DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;221;3.3.71.70.00.00.00.00;RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);23.523,94
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.906;DESPESAS COM CONSÓRCIO INTERMUNICIPAL DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;221;3.3.71.70.00.00.00.00;RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);11.756,15
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.906;DESPESAS COM CONSÓRCIO INTERMUNICIPAL DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;222;3.3.72.14.00.00.00.00;DIÁRIAS-CIVIL;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);956,44
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.906;DESPESAS COM CONSÓRCIO INTERMUNICIPAL DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;223;3.3.72.30.00.00.00.00;MATERIAL DE CONSUMO;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);18.943,12
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.906;DESPESAS COM CONSÓRCIO INTERMUNICIPAL DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;224;3.3.72.33.00.00.00.00;PASSAGENS E DESPESAS COM LOCOMOÇÃO;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);2.965,62
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.906;DESPESAS COM CONSÓRCIO INTERMUNICIPAL DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;225;3.3.72.36.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA FÍSICA;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);5.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.906;DESPESAS COM CONSÓRCIO INTERMUNICIPAL DE SAÚDE;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;226;3.3.72.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);104.578,16
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.909;CONTRIBUIÇÃO PARA MANUTENÇÃO DO CIUENP / SAMU;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;227;3.1.71.70.00.00.00.00;RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);120.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.909;CONTRIBUIÇÃO PARA MANUTENÇÃO DO CIUENP / SAMU;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;228;3.3.71.70.00.00.00.00;RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);20.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;229;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);20.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;229;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);20.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;230;3.1.90.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);3.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;231;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);1.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;231;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);2.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;232;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);5.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;232;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);20.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;232;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00494.00494.09.02.06.00.1.500.0000;BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;7.574,56
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;232;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00510.00510.01.07.00.00.1.500.0000;TAXAS - EXERCÍCIO PODER DE POLÍCIA;10.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;233;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);20.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;233;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00494.00494.09.02.06.00.1.500.0000;BLOCO DE CUSTEIO DAS AÇÕES E SERVIÇOS PÚBLICOS DE SAÚDE;30.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;234;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);20.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;2.910;PROMOVER AÇÕES EM FAVOR DOS PORTADORES DE TRANSTORNO DO ESPECTRO AUTISTA - TEA;16;SAUDE PARA TODOS;10;Saúde;301;Atenção Básica;234;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00518.00518.09.02.06.20.1.500.0000;BLOCO DE INVESTIMENTOS NA REDE DE SERVIÇOS PÚBLICOS DE SAÚDE;10.000,00
PREFEITURA MUNICIPAL DE INAJA;09.001;DIVISÃO DE DIREÇÃO HOSPITALAR;1.901;OBRAS E/OU REFORMA EM PRÉDIOS PUBLICOS;16;SAUDE PARA TODOS;10;Saúde;302;Assistência Hospitalar e Ambulatorial;185;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00303.00303.01.02.00.00.1.500.1002;SAÚDE - RECEITAS VINCULADAS (EC 29/00 - 15%);10.000,00
