Entidade;Número do Organograma;Descrição do organograma;Número da ação;Descrição da ação;Número do programa;Descrição do programa;Número da função;Descrição da função;Número da subfunção;Descrição da subfunção;Número da despesa;Natureza de Despesa;Descrição da natureza de despesa;Recurso;Descrição do recurso;Saldo atual da despesa
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.705;PAVIMENTAÇÃO ASFALTICA E RECAPEAMENTO DE VIAS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;451;Infra-Estrutura Urbana;99;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);100.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.705;PAVIMENTAÇÃO ASFALTICA E RECAPEAMENTO DE VIAS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;451;Infra-Estrutura Urbana;99;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00504.00504.01.99.00.00.1.500.0000;OUTROS ROYALTIES E COMPENSAÇÕES FINANCEIRAS E PATRIMONIAIS NÃO PREVIDENCIÁRIAS;15.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.705;PAVIMENTAÇÃO ASFALTICA E RECAPEAMENTO DE VIAS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;451;Infra-Estrutura Urbana;99;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;01006.01006.03.99.01.00.1.500.0000;TRANSFERÊNCIAS VOLUNTÁRIAS PÚBLICAS FEDERAIS;500.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.712;EXTENSÃO E IMPLANTAÇÃO DE REDE DE ILUMINAÇÃO PÚBLICA;6;HABITAÇÃO E URBANISO;15;Urbanismo;451;Infra-Estrutura Urbana;100;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);10.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.712;EXTENSÃO E IMPLANTAÇÃO DE REDE DE ILUMINAÇÃO PÚBLICA;6;HABITAÇÃO E URBANISO;15;Urbanismo;451;Infra-Estrutura Urbana;100;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00507.00507.99.99.00.00.1.500.0000;COSIP - CONTRIBUIÇÃO DE ILUMINAÇÃO PÚBLICA, ART. 149-A, CF;50.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.720;PAVIMENTAÇÃO ASFALTICA URBANA;6;HABITAÇÃO E URBANISO;15;Urbanismo;451;Infra-Estrutura Urbana;105;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);200.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.720;PAVIMENTAÇÃO ASFALTICA URBANA;6;HABITAÇÃO E URBANISO;15;Urbanismo;451;Infra-Estrutura Urbana;105;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00781.01006.03.99.01.02.1.700.0000;MOBILIDADE  URBANA REPASSE Nº 944702/2023;960.019,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.724;EQUIPAMENTOS AUTOMOTORES DE PEQUENO E GRANDE PORTE, PARA O DEPARTAMENTO.;6;HABITAÇÃO E URBANISO;15;Urbanismo;451;Infra-Estrutura Urbana;108;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);10.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.724;EQUIPAMENTOS AUTOMOTORES DE PEQUENO E GRANDE PORTE, PARA O DEPARTAMENTO.;6;HABITAÇÃO E URBANISO;15;Urbanismo;451;Infra-Estrutura Urbana;108;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00501.00501.04.99.00.00.1.500.0000;RECEITAS DE ALIENAÇÕES DE ATIVOS;50.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.715;CONTRATO DE RATEIO CINDEPAR;6;HABITAÇÃO E URBANISO;15;Urbanismo;451;Infra-Estrutura Urbana;137;3.3.71.70.00.00.00.00;RATEIO PELA PARTICIPAÇÃO EM CONSÓRCIO PÚBLICO;00504.00504.01.99.00.00.1.500.0000;OUTROS ROYALTIES E COMPENSAÇÕES FINANCEIRAS E PATRIMONIAIS NÃO PREVIDENCIÁRIAS;60.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.722;CONSTRUÇÃO E/OU REPAROS DE CALÇALDAS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;106;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);20.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.723;REFORMAS E MELHORIAS DO CEMITÉRIO MUNICIPAL;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;107;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);20.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.723;REFORMAS E MELHORIAS DO CEMITÉRIO MUNICIPAL;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;107;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00504.00504.01.99.00.00.1.500.0000;OUTROS ROYALTIES E COMPENSAÇÕES FINANCEIRAS E PATRIMONIAIS NÃO PREVIDENCIÁRIAS;77.020,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.723;REFORMAS E MELHORIAS DO CEMITÉRIO MUNICIPAL;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;107;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00794.01018.12.99.00.00.1.749.3110;EMENDA PARLAMENTAR  FEDERAL LUIZ NISHIMORI 202328740001/2023;0,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;109;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);32.809,90
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;109;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00511.00511.01.07.00.00.1.500.0000;TAXAS - PRESTAÇÃO DE SERVIÇOS;30.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;110;3.1.90.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);1.325,72
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;111;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);7.032,82
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;111;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00511.00511.01.07.00.00.1.500.0000;TAXAS - PRESTAÇÃO DE SERVIÇOS;4.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;112;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);47.990,39
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;112;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00504.00504.01.99.00.00.1.500.0000;OUTROS ROYALTIES E COMPENSAÇÕES FINANCEIRAS E PATRIMONIAIS NÃO PREVIDENCIÁRIAS;40.381,44
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;112;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00511.00511.01.07.00.00.1.500.0000;TAXAS - PRESTAÇÃO DE SERVIÇOS;10.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;113;3.3.90.34.00.00.00.00;OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);20.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;114;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);1.998,55
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;114;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00504.00504.01.99.00.00.1.500.0000;OUTROS ROYALTIES E COMPENSAÇÕES FINANCEIRAS E PATRIMONIAIS NÃO PREVIDENCIÁRIAS;80.048,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;114;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00511.00511.01.07.00.00.1.500.0000;TAXAS - PRESTAÇÃO DE SERVIÇOS;15.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.702;MANUTENÇÃO DA DIVISÃO DE OBRAS E VIAÇÃO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;115;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);5.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.704;MANUTENÇÃO DA DIVISÃO SERVIÇOS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;116;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);241.995,92
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.704;MANUTENÇÃO DA DIVISÃO SERVIÇOS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;116;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00511.00511.01.07.00.00.1.500.0000;TAXAS - PRESTAÇÃO DE SERVIÇOS;23.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.704;MANUTENÇÃO DA DIVISÃO SERVIÇOS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;117;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);145.463,83
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.704;MANUTENÇÃO DA DIVISÃO SERVIÇOS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;117;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00511.00511.01.07.00.00.1.500.0000;TAXAS - PRESTAÇÃO DE SERVIÇOS;5.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.704;MANUTENÇÃO DA DIVISÃO SERVIÇOS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;118;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);43.773,40
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.704;MANUTENÇÃO DA DIVISÃO SERVIÇOS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;118;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00504.00504.01.99.00.00.1.500.0000;OUTROS ROYALTIES E COMPENSAÇÕES FINANCEIRAS E PATRIMONIAIS NÃO PREVIDENCIÁRIAS;91.494,47
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.704;MANUTENÇÃO DA DIVISÃO SERVIÇOS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;118;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00511.00511.01.07.00.00.1.500.0000;TAXAS - PRESTAÇÃO DE SERVIÇOS;15.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.704;MANUTENÇÃO DA DIVISÃO SERVIÇOS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;118;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00512.00512.99.99.00.00.1.500.0000;CIDE (LEI 10866/04, ART. 1ºB);29.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.704;MANUTENÇÃO DA DIVISÃO SERVIÇOS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;119;3.3.90.34.00.00.00.00;OUTRAS DESPESAS DE PESSOAL DECORRENTES DE CONTRATO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);20.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.704;MANUTENÇÃO DA DIVISÃO SERVIÇOS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;120;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);88.866,60
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.704;MANUTENÇÃO DA DIVISÃO SERVIÇOS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;120;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00504.00504.01.99.00.00.1.500.0000;OUTROS ROYALTIES E COMPENSAÇÕES FINANCEIRAS E PATRIMONIAIS NÃO PREVIDENCIÁRIAS;8.055,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.704;MANUTENÇÃO DA DIVISÃO SERVIÇOS URBANOS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;121;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);582,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.706;MANUTENÇÃO DO CEMITÉRIO MUNICIPAL;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;122;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);13.113,84
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.706;MANUTENÇÃO DO CEMITÉRIO MUNICIPAL;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;123;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);3.393,99
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.706;MANUTENÇÃO DO CEMITÉRIO MUNICIPAL;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;124;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);25.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.706;MANUTENÇÃO DO CEMITÉRIO MUNICIPAL;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;125;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);5.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.707;MANUTENÇÃO DA ILUMINAÇÃO PÚBLICA;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;126;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);20.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.707;MANUTENÇÃO DA ILUMINAÇÃO PÚBLICA;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;126;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00504.00504.01.99.00.00.1.500.0000;OUTROS ROYALTIES E COMPENSAÇÕES FINANCEIRAS E PATRIMONIAIS NÃO PREVIDENCIÁRIAS;20.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.707;MANUTENÇÃO DA ILUMINAÇÃO PÚBLICA;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;126;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00507.00507.99.99.00.00.2.500.0000;COSIP - CONTRIBUIÇÃO DE ILUMINAÇÃO PÚBLICA, ART. 149-A, CF;16.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.707;MANUTENÇÃO DA ILUMINAÇÃO PÚBLICA;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;127;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);23.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.707;MANUTENÇÃO DA ILUMINAÇÃO PÚBLICA;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;127;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00507.00507.99.99.00.00.1.500.0000;COSIP - CONTRIBUIÇÃO DE ILUMINAÇÃO PÚBLICA, ART. 149-A, CF;266.883,40
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.707;MANUTENÇÃO DA ILUMINAÇÃO PÚBLICA;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;369;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);13.233,71
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.707;MANUTENÇÃO DA ILUMINAÇÃO PÚBLICA;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;370;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);131,59
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.708;MANUTENÇÃO DO PLANEJAMENTO VIÁRIO E URBANO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;128;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);12.811,41
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.708;MANUTENÇÃO DO PLANEJAMENTO VIÁRIO E URBANO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;129;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);3.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.708;MANUTENÇÃO DO PLANEJAMENTO VIÁRIO E URBANO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;130;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);20.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.708;MANUTENÇÃO DO PLANEJAMENTO VIÁRIO E URBANO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;131;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);25.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.708;MANUTENÇÃO DO PLANEJAMENTO VIÁRIO E URBANO;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;132;4.4.90.52.00.00.00.00;EQUIPAMENTOS E MATERIAL PERMANENTE;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);1.875,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.709;MANUTENÇÃO DE PRAÇAS PÚBLICAS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;133;3.1.90.11.00.00.00.00;VENCIMENTOS E VANTAGENS FIXAS-PESSOAL CIVIL;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);5.120,01
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.709;MANUTENÇÃO DE PRAÇAS PÚBLICAS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;134;3.1.91.13.00.00.00.00;CONTRIBUIÇÕES PATRONAIS;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);1.688,46
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.709;MANUTENÇÃO DE PRAÇAS PÚBLICAS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;135;3.3.90.30.00.00.00.00;MATERIAL DE CONSUMO;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);3.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;2.709;MANUTENÇÃO DE PRAÇAS PÚBLICAS;6;HABITAÇÃO E URBANISO;15;Urbanismo;452;Serviços Urbanos;136;3.3.90.39.00.00.00.00;OUTROS SERVIÇOS DE TERCEIROS-PESSOA JURÍDICA;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);3.000,00
PREFEITURA MUNICIPAL DE INAJA;07.002;DIVISÃO DE SERVIÇOS PUBLICOS;1.716;INICIAR CONSTRUÇÃO DE UM CENTRO DE EVENTOS;6;HABITAÇÃO E URBANISO;16;Habitação;451;Infra-Estrutura Urbana;101;4.4.90.51.00.00.00.00;OBRAS E INSTALAÇÕES;00000.00000.01.07.00.00.1.500.0000;RECURSOS ORDINÁRIOS (LIVRES);30.000,00
